,C,R50,F,Q,FULL,FULL1,TRIPS,TRIPS1,TP,TPTK,LP,BOP,OP,RR,LRR,HRR,DRR,"AA,KK",WR,WR1,GS,GS1,SD
284,0,0,81,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1
285,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1
286,11,0,57,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1
287,0,0,63,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1
288,1,0,38,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1
289,45,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1
290,87,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1
291,3,0,30,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1
292,41,0,12,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1
293,1,0,17,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1
294,0,0,62,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1
295,22,0,25,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1
296,57,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1
297,3,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1
298,6,0,18,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1
299,0,0,57,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1
300,10,0,46,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1
301,41,0,6,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1
302,68,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1
303,64,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1
304,100,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
305,72,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1
306,65,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1
307,58,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1
308,47,0,4,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1
309,58,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1
310,52,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1
311,39,0,15,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1
312,2,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1
313,25,0,24,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1
314,2,0,48,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1
315,0,0,79,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1
316,94,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1
317,86,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1
318,0,0,58,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1
319,1,0,34,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1
320,0,0,69,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1
321,22,0,48,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1
322,21,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1
323,80,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1
324,0,0,35,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1
325,0,0,50,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1
326,0,0,50,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1
327,0,0,85,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1
328,43,0,9,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1
329,47,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1
330,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1
331,15,0,21,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1
332,0,0,25,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1
333,7,0,57,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1
334,62,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1
335,61,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1
336,74,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1
337,100,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
338,71,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1
339,100,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
340,100,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
341,0,0,74,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1
342,0,0,94,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1
343,0,0,72,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1
344,0,0,65,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1
345,0,0,66,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1
346,100,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
347,57,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
348,0,0,55,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1
349,0,0,75,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1
350,0,0,100,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1
351,0,0,93,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1
352,0,0,98,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1
353,1,0,34,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1
354,3,0,52,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1
355,0,0,74,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1
356,100,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
357,72,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
358,1,0,76,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1
359,0,0,93,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1
360,29,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
361,0,0,61,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1
362,0,0,62,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1
363,0,0,91,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1
364,5,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1
365,0,0,74,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1
366,0,0,78,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1
367,2,0,34,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1
368,5,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1
369,0,0,32,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1
370,0,0,70,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1
371,2,0,98,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1
372,0,0,62,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1
373,61,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
374,16,0,78,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1
375,0,0,73,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1
376,0,0,37,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1
377,0,0,34,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1
378,1,0,35,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1
379,58,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1
380,1,0,99,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1
381,0,0,85,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1
382,0,0,100,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1
383,3,0,34,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1
384,47,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1
385,0,0,98,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1
386,0,0,100,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1
387,1,0,88,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1
388,0,0,33,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1
389,71,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1
390,2,0,68,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1
391,1,0,63,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1
392,6,0,46,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1
393,2,0,42,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1
394,100,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
395,81,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1
396,76,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1
397,54,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1
398,73,0,6,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1
399,53,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1
400,68,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1
401,59,0,7,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1
402,97,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1
403,81,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1
404,13,0,32,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1
405,28,0,43,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1
406,26,0,8,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1
407,0,0,27,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1
408,41,0,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1
409,12,0,59,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1
410,73,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1
411,3,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1
412,42,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1
413,0,0,53,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1
414,1,0,50,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1
415,93,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1
416,63,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1
417,47,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1
418,1,0,40,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1
419,0,0,57,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1
420,9,0,28,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1
421,7,0,20,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1
422,83,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1
423,56,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1
424,34,0,6,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1
425,100,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
426,81,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1
427,63,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1
428,100,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1
429,62,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1
430,38,0,3,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1
431,50,0,3,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1
432,49,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1
433,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1
434,11,0,17,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1
435,3,0,32,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1
436,19,0,36,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1
437,79,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1
438,72,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1
439,2,0,56,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1
440,2,0,29,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1
441,0,0,40,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1
442,4,0,62,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1
443,76,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1
444,2,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1
445,12,0,53,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1
446,1,0,69,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1
447,0,0,51,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1
448,66,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1
449,61,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1
450,65,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1
451,4,0,44,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1
452,0,0,43,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1
453,0,0,68,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1
454,1,0,26,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1
455,80,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1
456,100,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1
457,50,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1
458,100,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
459,99,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1
460,99,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1
461,24,0,33,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1
462,54,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1
463,61,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1
464,53,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1
465,37,0,8,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1
466,59,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1
467,3,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1
468,3,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1
469,1,0,49,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1
470,0,0,54,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1
471,2,0,13,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1
472,2,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1
473,2,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1
474,3,0,59,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1
475,19,0,28,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1
476,0,0,50,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1
477,46,0,4,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1
478,100,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1
479,0,0,78,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1
480,0,0,52,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1
481,3,0,41,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1
482,3,0,47,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1
483,50,0,5,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1
484,36,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1
485,97,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1
486,5,0,17,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1
487,0,0,55,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1
488,1,0,52,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1
489,0,0,37,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1
490,52,0,3,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1
491,52,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1
492,74,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1
493,36,0,0,0,1,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0
494,24,0,0,0,1,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0
495,79,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1
496,88,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,1,1
497,63,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1
498,54,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,1,1
499,81,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,1,1
500,96,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,1,1
501,95,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,1,1
502,71,0,9,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,1,1
503,100,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,1,1
504,99,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,1,1
505,100,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,1,1
506,99,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,1,1
507,100,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,1,1
508,36,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1
509,98,0,2,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,1,1
510,41,0,30,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,1,1
511,99,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,1,1
512,92,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,1,1
513,100,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,1,1
514,57,0,0,0,1,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0
515,98,0,2,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,1,1
516,99,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,1,1
517,100,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,1,1
518,91,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,1,1
519,84,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,1,1
520,99,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,1,1
521,16,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1
522,78,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,1,1
523,99,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,1,1
524,98,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,1,1
525,81,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,1,1
526,98,0,2,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,1,1
527,45,0,0,0,1,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0
528,93,0,7,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,1,1
529,76,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,1,1
530,88,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,1,1
531,92,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,1,1
532,100,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,1,1
533,99,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,1,1
534,92,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,1,1
535,99,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,1,1
536,100,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,1,1
537,100,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
538,79,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,1,1
539,45,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1
540,89,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,1,1
541,77,0,3,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,1,1
542,64,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1
543,74,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,1,1
544,85,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,1,1
545,52,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,1,1
546,44,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1
547,82,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1
548,28,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1
549,50,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1
550,62,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1
551,71,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1
552,51,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1
553,51,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1
554,71,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1
555,99,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,1,1
556,69,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1
557,49,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1
558,69,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1
559,42,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1
560,63,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1
561,69,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1
562,100,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,1,1
563,55,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,1,1
564,50,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1
565,49,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1
566,71,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1
567,90,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1
568,35,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1
569,58,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1
570,68,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,1,1
571,85,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,1,1
572,38,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,1,1
